date,count
2019-08-01,59803
2019-08-02,67510
2019-08-03,49047
2019-08-04,46477
2019-08-05,65085
2019-08-06,66703
2019-08-07,50804
2019-08-08,69748
2019-08-09,67491
2019-08-10,54162
2019-08-11,43351
2019-08-12,24386
2019-08-13,63749
2019-08-14,65452
2019-08-15,32229
2019-08-16,71161
2019-08-17,72259
2019-08-18,72588
2019-08-19,81832
2019-08-20,82116
2019-08-21,56957
2019-08-22,82232
2019-08-23,86624
2019-08-24,85630
2019-08-25,81028
2019-08-26,87770
2019-08-27,83107
2019-08-28,88718
2019-08-29,65708
2019-08-30,86733
2019-08-31,90724
2019-09-01,89191
2019-09-02,92510
2019-09-03,74801
2019-09-04,27168
2019-09-05,33929
2019-09-06,16631
2019-09-08,52055
2019-09-09,68370
2019-09-10,18265
2019-09-11,75328
2019-09-12,32059
2019-09-13,57065
2019-09-14,48756
2019-09-15,82678
2019-09-16,89807
2019-09-17,92153
2019-09-18,92045
2019-09-19,91554
2019-09-20,94246
2019-09-21,86676
2019-09-22,41173
2019-09-23,92006
2019-09-24,93546
2019-09-25,92665
2019-09-26,92247
2019-09-27,93345
2019-09-28,89550
2019-09-29,86133
2019-09-30,88270
2019-10-01,88575
2019-10-02,27368
2019-10-03,75438
2019-10-04,94912
2019-10-05,83020
2019-10-06,82855
2019-10-07,21875
2019-10-08,81524
2019-10-09,85638
2019-10-10,81742
2019-10-11,92155
2019-10-12,84843
2019-10-13,84368
2019-10-14,79509
2019-10-15,85516
2019-10-16,84549
2019-10-17,85596
2019-10-18,89551
2019-10-19,87553
2019-10-20,79300
2019-10-21,84488
2019-10-22,88478
2019-10-23,87991
2019-10-24,89520
2019-10-25,84617
2019-10-26,67578
2019-10-27,65774
2019-10-28,67175
2019-10-29,71135
2019-10-30,76898
2019-10-31,76860
2019-11-01,77604
2019-11-02,68223
2019-11-03,67452
2019-11-04,78874
2019-11-05,78675
2019-11-06,74812
2019-11-07,68315
2019-11-08,65110
2019-11-09,60693
2019-11-10,40503
2019-11-11,58957
2019-11-12,68210
2019-11-13,39198
2019-11-14,45095
2019-11-15,15069
2019-11-16,45493
2019-11-17,11303
2019-11-18,37496
2019-11-19,40356
2019-11-20,42026
2019-11-21,47091
2019-11-22,56700
2019-11-23,54283
2019-11-24,24304
2019-11-25,42677
2019-11-26,52464
2019-11-27,46248
2019-11-28,46983
2019-11-29,44689
2019-11-30,38366
2020-07-01,105196
2020-07-02,107842
2020-07-03,102753
2020-07-04,98488
2020-07-05,104664
2020-07-06,106825
2020-07-07,91407
2020-07-08,105876
2020-07-09,102828
2020-07-10,90880
2020-07-11,103657
2020-07-12,57367
2020-07-13,4859
2020-07-14,85486
2020-07-15,106949
2020-07-16,102741
2020-07-17,99949
2020-07-18,98309
2020-07-19,60804
2020-07-20,72291
2020-07-21,100825
2020-07-22,46448
2020-07-23,10739
2020-07-24,76995
2020-07-25,102498
2020-07-26,94802
2020-07-27,52922
2020-07-28,68214
2020-07-29,31724
2020-07-30,92468
2020-07-31,95705
2020-08-01,34998
2020-08-02,11491
2020-08-03,17575
2020-08-04,49378
2020-08-05,28751
2020-08-06,51456
2020-08-07,78071
2020-08-08,40020
2020-08-09,12384
2020-08-10,23519
2020-08-11,50974
2020-08-12,78261
2020-08-13,79353
2020-08-14,72875
2020-08-15,26267
2020-08-16,66011
2020-08-17,73368
2020-08-18,82202
2020-08-19,84665
2020-08-20,85420
2020-08-21,78701
2020-08-22,40126
2020-08-23,80594
2020-08-24,90297
2020-08-25,87894
2020-08-26,40169
2020-08-27,32745
2020-08-28,62045
2020-08-29,33797
2020-08-30,52904
2020-08-31,87662
2020-09-01,87892
2020-09-02,13744
2020-09-03,71524
2020-09-04,115059
2020-09-05,113253
2020-09-06,54125
2020-09-07,3144
2020-09-08,104606
2020-09-09,75412
2020-09-10,107150
2020-09-11,61474
2020-09-12,44703
2020-09-13,118921
2020-09-14,106465
2020-09-15,111912
2020-09-16,88745
2020-09-17,110088
2020-09-18,118363
2020-09-19,117633
2020-09-20,110798
2020-09-21,108369
2020-09-22,112619
2020-09-23,111343
2020-09-24,111994
2020-09-25,114720
2020-09-26,115111
2020-09-27,109610
2020-09-28,107714
2020-09-29,113823
2020-09-30,71676
2020-10-01,82099
2020-10-02,75275
2020-10-03,97726
2020-10-04,86091
2020-10-05,93156
2020-10-06,100369
2020-10-07,103348
2020-10-08,105509
2020-10-09,104087
2020-10-10,104678
2020-10-11,95405
2020-10-12,97721
2020-10-13,97160
2020-10-14,92998
2020-10-15,92555
2020-10-16,92609
2020-10-17,94840
2020-10-18,89401
2020-10-19,95110
2020-10-20,98577
2020-10-21,96566
2020-10-22,92100
2020-10-23,84672
2020-10-24,77452
2020-10-25,80497
2020-10-26,92374
2020-10-27,95411
2020-10-28,95033
2020-10-29,92267
2020-10-30,97088
2020-10-31,89444
2020-11-01,32925
2020-11-02,86705
2020-11-03,69439
2020-11-04,74159
2020-11-05,85090
2020-11-06,91815
2020-11-07,84151
2020-11-08,62244
2020-11-09,73482
2020-11-10,81965
2020-11-11,86595
2020-11-12,88193
2020-11-13,90754
2020-11-14,81553
2020-11-15,69098
2020-11-16,87583
2020-11-17,81258
2020-11-18,44452
2020-11-19,34590
2020-11-20,60332
2020-11-21,60290
2020-11-22,34828
2020-11-23,58766
2020-11-24,61865
2020-11-25,64921
2020-11-26,64297
2020-11-27,58092
2020-11-28,38492
2020-11-29,32211
2020-11-30,49925
2020-12-01,53885
2020-12-02,55611
2020-12-03,51533
2020-12-04,50915
2020-12-05,42953
2020-12-06,40616
2020-12-07,49809
2020-12-08,47614
2020-12-09,50476
2020-12-10,53421
2020-12-11,53536
2020-12-12,42146
2020-12-13,14362
2020-12-14,28030
2020-12-15,28028
2020-12-16,27678
2020-12-17,32315
2020-12-18,30195
2020-12-19,24130
2020-12-20,23442
2020-12-21,37286
2020-12-22,42486
2020-12-23,42218
2020-12-24,41102
2020-12-25,28600
2020-12-26,37137
2020-12-27,37103
2020-12-28,46912
2020-12-29,35747
2020-12-30,22488
2020-12-31,24535
2021-01-01,22274
2021-01-02,23631
2021-01-03,21809
2021-01-04,32957
2021-01-05,29033
2021-01-06,22261
2021-01-07,5549
2021-01-08,8029
2021-01-09,9082
2021-01-10,11116
2021-01-11,19525
2021-01-12,12827
2021-01-13,19780
2021-01-14,32603
2021-01-15,32429
2021-01-16,22524
2021-01-17,18081
2021-01-18,18110
2021-01-19,26940
2021-01-20,36983
2021-01-21,17451
2021-01-22,34963
2021-01-23,43368
2021-01-24,50024
2021-01-25,54669
2021-01-26,26272
2021-01-27,45639
2021-01-28,22745
2021-01-29,24435
2021-01-30,28379
2021-01-31,38533
2021-02-01,41152
2021-02-02,31136
2021-02-03,31016
2021-02-04,20201
2021-02-05,37675
2021-02-06,41507
2021-02-07,35676
2021-02-08,34253
2021-02-09,41159
2021-02-10,46659
2021-02-11,37794
2021-02-12,38251
2021-02-13,51329
2021-02-14,44734
2021-02-15,32504
2021-02-16,23008
2021-02-17,23281
2021-02-18,30267
2021-02-19,45223
2021-02-20,60703
2021-02-21,71467
2021-02-22,54943
2021-02-23,45246
2021-02-24,54470
2021-02-25,53694
2021-02-26,67686
2021-02-27,76214
2021-02-28,63298
2021-03-01,2966
2021-03-02,51013
2021-03-03,62386
2021-03-04,66283
2021-03-05,76821
2021-03-06,61833
2021-03-07,72037
2021-03-08,71470
2021-03-09,72364
2021-03-10,77153
2021-03-11,74080
2021-03-12,67097
2021-03-13,79057
2021-03-14,72694
2021-03-15,73254
2021-03-16,71318
2021-03-17,82757
2021-03-18,85416
2021-03-19,98932
2021-03-20,25486
2021-03-21,55103
2021-03-22,75928
2021-03-23,85788
2021-03-24,91845
2021-03-25,94209
2021-03-26,97153
2021-03-27,20331
2021-03-28,32571
2021-03-29,74935
2021-03-30,98689
2021-03-31,113259
2021-04-01,116640
2021-04-02,110607
2021-04-03,14026
2021-04-04,94160
2021-04-05,110533
2021-04-06,114292
2021-04-07,114207
2021-04-08,105191
2021-04-09,113974
2021-04-10,110980
2021-04-11,113592
2021-04-12,28992
2021-04-13,84172
2021-04-14,98226
2021-04-15,108960
2021-04-16,82177
2021-04-17,71082
2021-04-18,100004
2021-04-19,108598
2021-04-20,113785
2021-04-21,119380
2021-04-22,116722
2021-04-23,116476
2021-04-24,118773
2021-04-25,127151
2021-04-26,122090
2021-04-27,103959
2021-04-28,115380
2021-04-29,105944
2021-04-30,83165
2021-05-01,41123
2021-05-02,115492
2021-05-03,122393
2021-05-04,24069
2021-05-05,125213
2021-05-06,121660
2021-05-07,88097
2021-05-08,73912
2021-05-09,114851
2021-05-10,93814
2021-05-11,130314
2021-05-12,130245
2021-05-13,128298
2021-05-14,128239
2021-05-15,36082
2021-05-16,2514
2021-05-17,60065
2021-05-18,127759
2021-05-19,133864
2021-05-20,67451
2021-05-21,78809
2021-05-22,128763
2021-05-23,115588
2021-05-24,122961
2021-05-25,93453
2021-05-26,120987
2021-05-27,74271
2021-05-28,78928
2021-05-29,63064
2021-05-30,92536
2021-05-31,115335
2021-06-01,110305
2021-06-02,130227
2021-06-03,41123
2021-06-04,131838
2021-06-05,127568
2021-06-06,116208
2021-06-07,121944
2021-06-08,129558
2021-06-09,126823
2021-06-10,82549
2021-06-11,120869
2021-06-12,116059
2021-06-13,103603
2021-06-14,128217
2021-06-15,97851
2021-06-16,139346
2021-06-17,115752
2021-06-18,78992
2021-06-19,122359
2021-06-20,114793
2021-06-21,138150
2021-06-22,124808
2021-06-23,126714
2021-06-24,134714
2021-06-25,140870
2021-06-26,105813
2021-06-27,92869
2021-06-28,106378
2021-06-29,111907
2021-06-30,122200
2021-07-01,138855
2021-07-02,137755
2021-07-03,51624
2021-07-04,34280
2021-07-05,137012
2021-07-06,141676
2021-07-07,120685
2021-07-08,120509
2021-07-09,133467
2021-07-10,108159
2021-07-11,83832
2021-07-12,127772
2021-07-13,127633
2021-07-14,122931
2021-07-15,103482
2021-07-16,104228
2021-07-17,104910
2021-07-18,93806
2021-07-19,95132
2021-07-20,120043
2021-07-21,117569
2021-07-22,114672
2021-07-23,113117
2021-07-24,91773
2021-07-25,80957
2021-07-26,113912
2021-07-27,113813
2021-07-28,108399
2021-07-29,111818
2021-07-30,113329
2021-07-31,90356
2021-08-01,41845
2021-08-02,99544
2021-08-03,117242
2021-08-04,117405
2021-08-05,118205
2021-08-06,117103
2021-08-07,109849
2021-08-08,74145
2021-08-09,126850
2021-08-10,130505
2021-08-11,126807
2021-08-12,105295
2021-08-13,133625
2021-08-14,126122
2021-08-15,117873
2021-08-16,114058
2021-08-17,82028
2021-08-18,118076
2021-08-19,143490
2021-08-20,137294
2021-08-21,40149
2021-08-22,119042
2021-08-23,46686
2021-08-24,40740
2021-08-25,119576
2021-08-26,120865
2021-08-27,84328
2021-08-28,132238
2021-08-29,119703
2021-08-30,140368
2021-08-31,24918
2021-09-01,120894
2021-09-02,138015
2021-09-03,152417
2021-09-04,147188
2021-09-05,137477
2021-09-06,73466
2021-09-07,14591
2021-09-08,138853
2021-09-09,144735
2021-09-10,140589
2021-09-11,135402
2021-09-12,127028
2021-09-13,141744
2021-09-14,143589
2021-09-15,145669
2021-09-16,145375
2021-09-17,149248
2021-09-18,128566
2021-09-19,112630
2021-09-20,104603
2021-09-21,77695
2021-09-22,116915
2021-09-23,145809
2021-09-24,151973
2021-09-25,143617
2021-09-26,139182
2021-09-27,126623
2021-09-28,89055
2021-09-29,57781
2021-09-30,145928
2021-10-01,138491
2021-10-02,136182
2021-10-03,135425
2021-10-04,75930
2021-10-05,119181
2021-10-06,79697
2021-10-07,116818
2021-10-08,70341
2021-10-09,122751
2021-10-10,36212
2021-10-11,122066
2021-10-12,136913
2021-10-13,146363
2021-10-14,145060
2021-10-15,128018
2021-10-16,83290
2021-10-17,69495
2021-10-18,89456
2021-10-19,105129
2021-10-20,116327
2021-10-21,116401
2021-10-22,121592
2021-10-23,107272
2021-10-24,99056
2021-10-25,116265
2021-10-26,125167
2021-10-27,123048
2021-10-28,126416
2021-10-29,129282
2021-10-30,111853
2021-10-31,96432
2021-11-01,119911
2021-11-02,128186
2021-11-03,129594
2021-11-04,123993
2021-11-05,130048
2021-11-06,118833
2021-11-07,111896
2021-11-08,18569
2021-11-09,38917
2021-11-10,82413
2021-11-11,93961
2021-11-12,93366
2021-11-13,89598
2021-11-14,88655
2021-11-15,107707
2021-11-16,108002
2021-11-17,108450
2021-11-18,105793
2021-11-19,113731
2021-11-20,87061
2021-11-21,65968
2021-11-22,72570
2021-11-23,73003
2021-11-24,87852
2021-11-25,91716
2021-11-26,85807
2021-11-27,71353
2021-11-28,66888
2021-11-29,94863
2021-11-30,28587
2021-12-01,62785
2021-12-02,65547
2021-12-03,70087
2021-12-04,59475
2021-12-05,58055
2021-12-06,84020
2021-12-07,89379
2021-12-08,90993
2021-12-09,88633
2021-12-10,73232
2021-12-11,69787
2021-12-12,46233
2021-12-13,62218
2021-12-14,56280
2021-12-15,67884
2021-12-16,80657
2021-12-17,48342
2021-12-18,23784
2021-12-19,19804
2021-12-20,63330
2021-12-21,71556
2021-12-22,73644
2021-12-23,75058
2021-12-24,55216
2021-12-25,18859
2021-12-26,16485
2021-12-27,42521
2021-12-28,51268
2021-12-29,52017
2021-12-30,48993
2021-12-31,40604
2022-01-01,29185
2022-01-02,28914
2022-01-03,53573
2022-01-04,56344
2022-01-05,57413
2022-01-06,59714
2022-01-07,60422
2022-01-08,45366
2022-01-09,38304
2022-01-10,58706
2022-01-11,39715
2022-01-12,45304
2022-01-13,43881
2022-01-14,50087
2022-01-15,41820
2022-01-16,32433
2022-01-17,36605
2022-01-18,46018
2022-01-19,27105
2022-01-20,41568
2022-01-21,51219
2022-01-22,44304
2022-01-23,41704
2022-01-24,63894
2022-01-25,47991
2022-01-26,63246
2022-01-27,59413
2022-01-28,56150
2022-01-29,38024
2022-01-30,31891
2022-01-31,29553
2022-02-01,14212
2022-02-02,28743
2022-02-03,46840
2022-02-04,45787
2022-02-05,31339
2022-02-06,31079
2022-02-07,52453
2022-02-08,58927
2022-02-09,62895
2022-02-10,64927
2022-02-11,67004
2022-02-12,58539
2022-02-13,52389
2022-02-14,46767
2022-02-15,47756
2022-02-16,42522
2022-02-17,46195
2022-02-18,56957
2022-02-19,39653
2022-02-20,30847
2022-02-21,48680
2022-02-22,48398
2022-02-23,47234
2022-02-24,53734
2022-02-25,61573
2022-02-26,38403
2022-02-27,52957
2022-02-28,72542
2022-03-01,49748
2022-03-02,70625
2022-03-03,77700
2022-03-04,72968
2022-03-05,55988
2022-03-06,53875
2022-03-07,72078
2022-03-08,81170
2022-03-09,88625
2022-03-10,86435
2022-03-11,97284
2022-03-12,80704
2022-03-13,37571
2022-03-14,48377
2022-03-15,90277
2022-03-16,98151
2022-03-17,76285
2022-03-18,77855
2022-03-19,33486
2022-03-20,67396
2022-03-21,84756
2022-03-22,96050
2022-03-23,86793
2022-03-24,94936
2022-03-25,80415
2022-03-26,61907
2022-03-27,86816
2022-03-28,104291
2022-03-29,112845
2022-03-30,87831
2022-03-31,110528
2022-04-01,117334
2022-04-02,107302
2022-04-03,111356
2022-04-04,117648
2022-04-05,122858
2022-04-06,127811
2022-04-07,126797
2022-04-08,143545
2022-04-09,148007
2022-04-10,150889
2022-04-11,151754
2022-04-12,119002
2022-04-13,92089
2022-04-14,122654
2022-04-15,141286
2022-04-16,134241
2022-04-17,129927
2022-04-18,139226
2022-04-19,144447
2022-04-20,148079
2022-04-21,149044
2022-04-22,129271
2022-04-23,146570
2022-04-24,133084
2022-04-25,129831
2022-04-26,152367
2022-04-27,156150
2022-04-28,157045
2022-04-29,115321
2022-04-30,125572
2022-05-01,123804
2022-05-02,155868
2022-05-03,161630
2022-05-04,169370
2022-05-05,161574
2022-05-06,167589
2022-05-07,143370
2022-05-08,83449
2022-05-09,165624
2022-05-10,171961
2022-05-11,172189
2022-05-12,173717
2022-05-13,173872
2022-05-14,147975
2022-05-15,146364
2022-05-16,170018
2022-05-17,174664
2022-05-18,147831
2022-05-19,171349
2022-05-20,177475
2022-05-21,158972
2022-05-22,149211
2022-05-23,169251
2022-05-24,176941
2022-05-25,134187
2022-05-26,172688
2022-05-27,183674
2022-05-28,164366
2022-05-29,148794
2022-05-30,161538
2022-05-31,183522
2022-06-01,171655
2022-06-02,177588
2022-06-03,180769
2022-06-04,157500
2022-06-05,126415
2022-06-06,136660
2022-06-07,179409
2022-06-08,182892
2022-06-09,150820
2022-06-10,155223
2022-06-11,160120
2022-06-12,143466
2022-06-13,169956
2022-06-14,166700
2022-06-15,73488
2022-06-16,159975
2022-06-17,181393
2022-06-18,153139
2022-06-19,143464
2022-06-20,181066
2022-06-21,178590
2022-06-22,182183
2022-06-23,54576
2022-06-24,152178
2022-06-25,146769
2022-06-26,122474
2022-06-27,94761
2022-06-28,112003
2022-06-29,52664
2022-06-30,8796
2022-07-01,157478
2022-07-02,131815
2022-07-03,114470
2022-07-04,151497
2022-07-05,149259
2022-07-06,142649
2022-07-07,116854
2022-07-08,150313
2022-07-09,134633
2022-07-10,110494
2022-07-11,146165
2022-07-12,167309
2022-07-13,21922
2022-07-14,152774
2022-07-15,167144
2022-07-16,110506
2022-07-17,128631
2022-07-18,166820
2022-07-19,168900
2022-07-20,145087
2022-07-21,112449
2022-07-22,153209
2022-07-23,79826
2022-07-24,113217
2022-07-25,145899
2022-07-26,160600
2022-07-27,161296
2022-07-28,155345
2022-07-29,147170
2022-07-30,107582
2022-07-31,29814
2022-08-01,108030
2022-08-02,57524
2022-08-03,102130
2022-08-04,148807
2022-08-05,145855
2022-08-06,106406
2022-08-07,97939
2022-08-08,21616
2022-08-09,482
2022-08-10,108151
2022-08-11,108359
2022-08-12,147097
2022-08-13,82347
2022-08-14,87778
2022-08-15,83889
2022-08-16,154263
2022-08-17,157994
2022-08-18,162179
2022-08-19,83749
2022-08-20,124465
2022-08-21,122389
2022-08-22,146073
2022-08-23,152206
2022-08-24,174857
2022-08-25,135159
2022-08-26,177282
2022-08-27,173160
2022-08-28,160420
2022-08-29,108865
2022-08-30,16813
2022-08-31,164301
2022-09-01,179336
2022-09-02,187990
2022-09-03,170688
2022-09-04,39346
2022-09-05,5208
2022-09-06,142342
2022-09-07,179905
2022-09-08,183813
2022-09-09,123214
2022-09-10,108686
2022-09-11,107761
2022-09-12,151839
2022-09-13,167657
2022-09-14,179633
2022-09-15,184021
2022-09-16,132178
2022-09-17,147264
2022-09-18,146847
2022-09-19,183189
2022-09-20,191649
2022-09-21,191553
2022-09-22,189285
2022-09-23,178981
2022-09-24,176719
2022-09-25,162743
2022-09-26,187571
2022-09-27,190672
2022-09-28,191600
2022-09-29,186204
2022-09-30,192638
2022-10-01,167146
2022-10-02,74506
2022-10-03,10809
2022-10-04,146100
2022-10-05,179824
2022-10-06,169381
2022-10-07,181964
2022-10-08,166740
2022-10-09,24968
2022-10-10,72486
2022-10-11,157516
2022-10-12,171262
2022-10-13,175695
2022-10-14,180404
2022-10-15,160508
2022-10-16,134682
2022-10-17,149615
2022-10-18,152318
2022-10-19,159650
2022-10-20,163096
2022-10-21,167708
2022-10-22,146898
2022-10-23,124544
2022-10-24,147964
2022-10-25,157819
2022-10-26,163030
2022-10-27,163519
2022-10-28,167013
2022-10-29,146310
2022-10-30,126689
2022-10-31,160105
2022-11-01,162918
2022-11-02,161139
2022-11-03,146670
2022-11-04,127701
2022-11-05,109291
2022-11-06,106962
2022-11-07,146674
2022-11-08,157941
2022-11-09,157102
2022-11-10,158857
2022-11-11,165833
2022-11-12,66917
2022-11-13,87874
2022-11-14,141077
2022-11-15,125177
2022-11-16,141697
2022-11-17,148576
2022-11-18,152302
2022-11-19,126814
2022-11-20,119927
2022-11-21,147806
2022-11-22,140744
2022-11-23,148238
2022-11-24,146932
2022-11-25,145164
2022-11-26,90547
2022-11-27,82725
2022-11-28,57036
2022-11-29,92580
2022-11-30,75346
2022-12-01,74904
2022-12-02,84067
2022-12-03,57915
2022-12-04,44873
2022-12-05,77693
2022-12-06,80832
2022-12-07,96195
2022-12-08,100979
2022-12-09,102213
2022-12-10,72960
2022-12-11,60129
2022-12-12,59098
2022-12-13,57490
2022-12-14,54486
2022-12-15,37021
2022-12-16,41953
2022-12-17,31405
2022-12-18,25468
2022-12-19,51854
2022-12-20,64282
2022-12-21,31784
2022-12-22,39874
2022-12-23,33723
2022-12-24,28612
2022-12-25,25623
2022-12-26,52582
2022-12-27,58890
2022-12-28,54012
2022-12-29,57393
2022-12-30,56058
2022-12-31,42347
2023-01-01,38037
2023-01-02,56609
2023-01-03,61252
2023-01-04,67721
2023-01-05,68711
2023-01-06,63125
2023-01-07,42492
2023-01-08,44620
2023-01-09,74134
2023-01-10,80604
2023-01-11,81988
2023-01-12,87595
2023-01-13,20792
2023-01-14,25896
2023-01-15,21415
2023-01-16,61311
2023-01-17,67337
2023-01-18,71361
2023-01-19,68359
2023-01-20,51398
2023-01-21,30226
2023-01-22,22752
2023-01-23,30880
2023-01-24,15265
2023-01-25,38329
2023-01-26,24340
2023-01-27,40221
2023-01-28,35890
2023-01-29,38347
2023-01-30,65611
2023-01-31,74828
2023-02-01,72476
2023-02-02,70755
2023-02-03,72693
2023-02-04,57939
2023-02-05,53806
2023-02-06,81306
2023-02-07,86528
2023-02-08,86848
2023-02-09,89612
2023-02-10,68845
2023-02-11,70625
2023-02-12,60692
2023-02-13,91952
2023-02-14,89966
2023-02-15,94666
2023-02-16,87394
2023-02-17,95472
2023-02-18,72419
2023-02-19,57600
2023-02-20,75725
2023-02-21,81584
2023-02-22,90322
2023-02-23,94719
2023-02-24,92586
2023-02-25,68023
2023-02-26,66858
2023-02-27,97898
2023-02-28,102196
2023-03-01,79638
2023-03-02,95453
2023-03-03,107215
2023-03-04,97286
2023-03-05,95137
2023-03-06,121403
2023-03-07,132494
2023-03-08,126428
2023-03-09,109299
2023-03-10,138823
2023-03-11,129567
2023-03-12,40919
2023-03-13,103769
2023-03-14,130020
2023-03-15,123017
2023-03-16,118553
2023-03-17,128106
2023-03-18,114617
2023-03-19,110627
2023-03-20,131591
2023-03-21,150433
2023-03-22,154551
2023-03-23,146757
2023-03-24,149034
2023-03-25,136959
2023-03-26,121288
2023-03-27,137985
2023-03-28,151848
2023-03-29,161395
2023-03-30,167433
2023-03-31,173890
2023-04-01,171977
2023-04-02,172417
2023-04-03,181275
2023-04-04,136861
2023-04-05,23103
2023-04-06,62143
2023-04-07,140643
2023-04-08,131981
2023-04-09,131332
2023-04-10,163117
2023-04-11,105357
2023-04-12,143620
2023-04-13,148980
2023-04-14,167790
2023-04-15,97305
2023-04-16,112187
2023-04-17,160891
2023-04-18,106064
2023-04-19,180747
2023-04-20,150795
2023-04-21,177951
2023-04-22,158022
2023-04-23,140444
2023-04-24,170623
2023-04-25,88208
2023-04-26,153562
2023-04-27,174520
2023-04-28,165729
2023-04-29,51329
2023-04-30,113123
2023-05-01,169163
2023-05-02,181358
2023-05-03,191700
2023-05-04,177946
2023-05-05,15582
2023-05-06,38108
2023-05-07,122748
2023-05-08,178650
2023-05-09,186373
2023-05-10,188820
2023-05-11,188666
2023-05-12,191294
2023-05-13,164530
2023-05-14,159839
2023-05-15,191110
2023-05-16,191713
2023-05-17,193524
2023-05-18,175236
2023-05-19,200052
2023-05-20,170201
2023-05-21,146665
2023-05-22,178834
2023-05-23,199093
2023-05-24,197705
2023-05-25,194905
2023-05-26,195431
2023-05-27,31642
2023-05-28,4992
2023-05-29,142076
2023-05-30,188617
2023-05-31,196321
2023-06-01,199164
2023-06-02,201999
2023-06-03,170766
2023-06-04,155376
2023-06-05,194306
2023-06-06,167366
2023-06-07,196585
2023-06-08,169188
2023-06-09,193084
2023-06-10,141922
2023-06-11,131271
2023-06-12,183371
2023-06-13,203584
2023-06-14,189563
2023-06-15,199265
2023-06-16,200404
2023-06-17,164879
2023-06-18,140332
2023-06-19,181878
2023-06-20,161787
2023-06-21,93551
2023-06-22,192382
2023-06-23,196517
2023-06-24,155928
2023-06-25,133566
2023-06-26,59288
2023-06-27,179792
2023-06-28,185929
2023-06-29,35326
2023-06-30,155252
2023-07-01,138848
2023-07-02,132519
2023-07-03,171026
2023-07-04,79773
2023-07-05,171939
2023-07-06,185517
2023-07-07,191206
2023-07-08,154423
2023-07-09,81833
2023-07-10,159154
2023-07-11,56819
2023-07-12,168418
2023-07-13,41165
2023-07-14,24226
2023-07-15,69393
2023-07-16,93350
2023-07-17,147346
2023-07-18,118187
2023-07-19,173226
2023-07-20,169877
2023-07-21,160865
2023-07-22,84758
2023-07-23,31837
2023-07-24,161070
2023-07-25,158705
2023-07-26,146479
2023-07-27,159895
2023-07-28,153268
2023-07-29,119933
2023-07-30,81868
2023-07-31,145077
2023-08-01,152764
2023-08-02,153384
2023-08-03,152246
2023-08-04,147761
2023-08-05,112326
2023-08-06,96077
2023-08-07,145554
2023-08-08,153593
2023-08-09,155572
2023-08-10,9333
2023-08-11,47228
2023-08-12,102782
2023-08-13,119034
2023-08-14,156353
2023-08-15,132095
2023-08-16,169885
2023-08-17,170943
2023-08-18,161698
2023-08-19,134303
2023-08-20,122592
2023-08-21,163981
2023-08-22,101681
2023-08-23,57844
2023-08-24,148749
2023-08-25,173593
2023-08-26,149424
2023-08-27,126015
2023-08-28,66917
2023-08-29,63964
2023-08-30,100739
2023-08-31,187063
2023-09-01,196234
2023-09-02,167368
2023-09-03,136338
2023-09-04,178038
2023-09-05,174696
2023-09-06,187670
2023-09-07,131889
2023-09-08,196674
2023-09-09,167334
2023-09-10,153532
2023-09-11,199362
2023-09-12,201165
2023-09-13,53263
2023-09-14,194667
2023-09-15,116772
2023-09-16,94644
2023-09-17,135100
2023-09-18,200344
2023-09-19,202886
2023-09-20,37782
2023-09-21,198839
2023-09-22,211000
2023-09-23,186459
2023-09-24,167382
2023-09-25,157395
2023-09-26,27143
2023-09-27,141358
2023-09-28,126058
2023-09-29,103986
2023-09-30,103695
2023-10-01,151020
2023-10-02,171036
2023-10-03,167059
2023-10-04,132537
2023-10-05,186080
2023-10-06,200078
2023-10-07,176986
2023-10-08,141615
2023-10-09,151130
2023-10-10,195286
2023-10-11,204173
2023-10-12,201396
2023-10-13,203659
2023-10-14,111638
2023-10-15,159332
2023-10-16,189744
2023-10-17,191776
2023-10-18,193924
2023-10-19,118197
2023-10-20,170244
2023-10-21,132500
2023-10-22,134066
2023-10-23,184120
2023-10-24,187766
2023-10-25,192778
2023-10-26,164556
2023-10-27,192266
2023-10-28,160764
2023-10-29,147452
2023-10-30,186956
2023-10-31,193108
2023-11-01,187987
2023-11-02,202591
2023-11-03,160432
2023-11-04,161023
2023-11-05,59274
2023-11-06,47700
2023-11-07,138377
2023-11-08,159097
2023-11-09,134271
2023-11-10,129657
2023-11-11,87798
2023-11-12,68275
2023-11-13,117868
2023-11-14,136266
2023-11-15,147369
2023-11-16,58048
2023-11-17,106103
2023-11-18,74022
2023-11-19,84580
2023-11-20,133538
2023-11-21,142667
2023-11-22,148945
2023-11-23,131152
2023-11-24,99893
2023-11-25,70554
2023-11-26,71061
2023-11-27,77697
2023-11-28,109150
2023-11-29,100192
2023-11-30,88350
2023-12-01,92493
2023-12-02,72805
2023-12-03,64171
2023-12-04,109554
2023-12-05,124074
2023-12-06,88354
2023-12-07,120227
2023-12-08,131896
2023-12-09,104904
2023-12-10,90687
2023-12-11,21196
2023-12-12,107450
2023-12-13,122098
2023-12-14,32536
2023-12-15,29494
2023-12-16,35059
2023-12-17,29901
2023-12-18,62249
2023-12-19,66154
2023-12-20,42819
2023-12-21,45353
2023-12-22,46935
2023-12-23,41327
2023-12-24,27591
2023-12-25,27330
2023-12-26,74783
2023-12-27,82145
2023-12-28,82354
2023-12-29,84168
2023-12-30,15214
