last_yearmonth,this_yearmonth,sn_gubun,pass_gubun,carge_gubun,area_gubun,arvl_type,nation_gubun,nation_code,area_code,area_name,area_listorder,nation_name,pass,cargo,nation_code_b,flight_cnt,year_month,year,month,category_name
,,,,,,,,03#107,03,아시아,3,대만,12038,157,03#107,68,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,251,3,03#122,4,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,4290,47,03#123,34,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,6,0,03#143,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,24976,267,03#137,155,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,2,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#110,03,아시아,3,인도,0,0,03#110,5,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,2260,21,03#111,13,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,6766,63,03#142,44,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,19140,227,03#135,89,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,21711,203,03#128,147,201802,2018,2,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3348,38,03#109,24,201802,2018,2,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,58,2,04#227,50,201802,2018,2,부정기-유임여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,6,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1341,27,05#316,6,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,05#308,2,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,534,37,05#331,9,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,3,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,261,18,05#322,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,0,0,05#320,4,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,89,3,05#338,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,9,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#326,05,유럽,5,체코,136,13,05#326,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,368,6,05#149,4,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#340,05,유럽,5,투르크매니스탄,0,0,,,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,241,10,05#329,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,185,14,05#307,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1977,20,06#227_01,19,201802,2018,2,부정기-유임여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,278,4,06#407,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,06#401,06,대양주,6,호주,0,0,06#401,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,0,0,07#144,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,07#113,07,기타,7,이라크,0,0,07#113,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,07#130,07,기타,7,카타르,0,0,07#130,1,201802,2018,2,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,92390,955,총계,732,201803,2018,3,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,26750,208,01#115,183,201803,2018,3,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,6738,88,02#141,52,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,3861,49,03#107,28,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,1034,10,03#123,14,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,15547,149,03#137,111,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,1,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#110,03,아시아,3,인도,0,0,03#110,2,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,0,0,03#111,1,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,585,5,03#142,7,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,16616,216,03#135,73,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,15947,151,03#128,136,201803,2018,3,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,1523,21,03#109,18,201803,2018,3,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,0,0,04#227,38,201803,2018,3,부정기-유임여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,7,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1260,21,05#316,5,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,05#308,3,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,204,3,05#331,3,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,4,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,119,2,05#320,3,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,19,1,05#338,1,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,14,201803,2018,3,부정기-유임여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,721,13,05#149,7,201803,2018,3,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1346,15,06#227_01,18,201803,2018,3,부정기-유임여객-출발
,,,,,,,,07#145,07,기타,7,북한,120,2,07#145,2,201803,2018,3,부정기-유임여객-출발
,,,,,,,,07#130,07,기타,7,카타르,0,0,07#130,1,201803,2018,3,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,35733,371,총계,296,201804,2018,4,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,9653,65,01#115,70,201804,2018,4,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,0,0,02#141,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,2708,35,03#107,16,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,247,3,03#120,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,10,3,03#143,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,10605,112,03#137,69,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,975,10,03#142,6,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,879,11,03#135,3,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,2804,27,03#128,20,201804,2018,4,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3182,44,03#109,18,201804,2018,4,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,0,0,04#227,32,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1145,20,05#316,4,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,,,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,82,1,05#331,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,0,0,05#322,3,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,0,0,05#338,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,11,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,211,4,05#329,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,180,3,05#307,1,201804,2018,4,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,2476,25,06#227_01,26,201804,2018,4,부정기-유임여객-출발
,,,,,,,,06#401,06,대양주,6,호주,341,5,06#401,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,07#145,07,기타,7,북한,11,0,07#145,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,224,4,07#144,2,201804,2018,4,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,51281,461,총계,408,201805,2018,5,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,18706,124,01#115,135,201805,2018,5,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,2901,30,02#141,20,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,1730,16,03#107,8,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,175,1,03#122,1,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,1288,31,03#143,7,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,18388,160,03#137,115,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,1,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,75,2,03#111,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,475,3,03#142,3,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,658,6,03#135,6,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,568,6,03#128,4,201805,2018,5,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,149,2,03#109,4,201805,2018,5,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,0,0,04#227,30,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#344,05,유럽,5,그루지야,382,6,05#344,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1205,18,05#316,4,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,3,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,,,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,892,10,05#331,16,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,0,0,05#322,3,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,155,3,05#338,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,379,6,05#312,15,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#343,05,유럽,5,크로아티아,389,6,05#343,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,89,1,05#136,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,446,7,05#329,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,358,6,05#307,2,201805,2018,5,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1873,19,06#227_01,18,201805,2018,5,부정기-유임여객-출발
,,,,,,,,07#130,07,기타,7,카타르,0,0,07#130,1,201805,2018,5,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,40056,457,총계,359,201806,2018,6,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,8540,53,01#115,70,201806,2018,6,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,2583,27,02#141,37,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,816,13,03#107,6,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,0,0,03#123,7,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,6388,136,03#143,34,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,10516,96,03#137,65,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,0,0,,,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,1584,16,03#135,6,201806,2018,6,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,175,2,03#109,4,201806,2018,6,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,0,0,04#227,37,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1182,19,05#316,4,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,394,6,05#317,6,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,,,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,2006,22,05#331,31,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#305,05,유럽,5,영국,173,3,05#305,2,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,0,0,05#338,1,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,9,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#326,05,유럽,5,체코,696,10,05#326,3,201806,2018,6,부정기-유임여객-출발
,,,,,,,,05#343,05,유럽,5,크로아티아,587,9,05#343,3,201806,2018,6,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,4416,46,06#227_01,33,201806,2018,6,부정기-유임여객-출발
,,,,,,,,07#118,07,기타,7,한국,0,0,07#118,1,201806,2018,6,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,75049,812,총계,578,201807,2018,7,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,22067,151,01#115,156,201807,2018,7,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,6674,100,02#141,56,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,2455,34,03#107,16,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,605,5,03#120,4,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,70,1,03#122,2,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,153,2,03#123,5,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,7638,154,03#143,42,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,14211,134,03#137,85,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,1,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#110,03,아시아,3,인도,0,0,,,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,0,0,,,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,3130,31,03#135,14,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,1814,17,03#128,11,201807,2018,7,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,1630,15,03#109,15,201807,2018,7,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,328,5,04#227,41,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1153,18,05#316,4,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,2598,39,05#317,15,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,05#308,1,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,6338,59,05#331,59,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,350,6,05#322,2,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,0,0,,,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,14,201807,2018,7,부정기-유임여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,0,0,05#136,1,201807,2018,7,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,3465,37,06#227_01,30,201807,2018,7,부정기-유임여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,370,4,06#227_00,3,201807,2018,7,부정기-유임여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,0,0,07#144,1,201807,2018,7,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,115597,1280,총계,867,201808,2018,8,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,25758,187,01#115,169,201808,2018,8,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,12525,170,02#141,108,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,3240,36,03#107,22,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,1096,10,03#120,7,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,746,9,03#122,7,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,5165,48,03#123,38,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,15353,285,03#143,92,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,19498,167,03#137,127,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,224,4,03#132,2,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#110,03,아시아,3,인도,0,0,,,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,1018,19,03#111,5,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,5577,54,03#135,37,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,4923,55,03#128,42,201808,2018,8,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3215,34,03#109,34,201808,2018,8,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,448,7,04#227,33,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,2688,41,05#317,14,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,05#308,5,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,6840,60,05#331,56,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,303,6,05#322,2,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,408,10,05#338,2,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,11,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#326,05,유럽,5,체코,241,4,05#326,1,201808,2018,8,부정기-유임여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,26,1,05#329,1,201808,2018,8,부정기-유임여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,2344,25,06#227_01,20,201808,2018,8,부정기-유임여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,3610,39,06#227_00,30,201808,2018,8,부정기-유임여객-출발
,,,,,,,,07#121,07,기타,7,레바논,351,10,07#121,2,201808,2018,8,부정기-유임여객-출발
,,,,,,,,,,전체 합계,0,,71190,760,총계,680,201809,2018,9,부정기-유임여객-출발
,,,,,,,,01#115,01,일본,1,일본,14611,118,01#115,132,201809,2018,9,부정기-유임여객-출발
,,,,,,,,02#141,02,중국,2,중국,8957,127,02#141,96,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#107,03,아시아,3,대만,5352,60,03#107,32,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,1166,10,03#120,8,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,982,9,03#122,13,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,658,6,03#123,14,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,4030,85,03#143,34,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,15688,149,03#137,103,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,0,0,03#132,4,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#110,03,아시아,3,인도,0,0,,,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,0,0,,,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#135,03,아시아,3,태국,5536,53,03#135,36,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,2706,23,03#128,20,201809,2018,9,부정기-유임여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3093,31,03#109,34,201809,2018,9,부정기-유임여객-출발
,,,,,,,,04#227,04,미주,4,미국,107,4,04#227,54,201809,2018,9,부정기-유임여객-출발
,,,,,,,,05#308,05,유럽,5,독일,0,0,05#308,2,201809,2018,9,부정기-유임여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,4199,37,05#331,44,201809,2018,9,부정기-유임여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,0,0,,,201809,2018,9,부정기-유임여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,69,2,05#338,1,201809,2018,9,부정기-유임여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,0,0,05#312,11,201809,2018,9,부정기-유임여객-출발
