last_yearmonth,this_yearmonth,sn_gubun,pass_gubun,carge_gubun,area_gubun,arvl_type,nation_gubun,nation_code,area_code,area_name,area_listorder,nation_name,pass,cargo,nation_code_b,flight_cnt,year_month,year,month,category_name
,,,,,,,,05#322,05,유럽,5,스위스,2153,42,05#322,16,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#320,05,유럽,5,스페인,6493,127,05#320,39,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,14,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#305,05,유럽,5,영국,16573,406,05#305,93,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#302,05,유럽,5,오스트리아,342,8,05#302,3,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,7146,234,05#338,40,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#312,05,유럽,5,이탈리아,17082,326,05#312,81,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#326,05,유럽,5,체코,5958,116,05#326,31,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#149,05,유럽,5,카자흐스탄,4474,69,05#149,27,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#136,05,유럽,5,튀르키예,19018,336,05#136,82,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#329,05,유럽,5,폴란드,4376,80,05#329,21,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#307,05,유럽,5,프랑스,22009,460,05#307,92,201801,2018,1,정기-유임여객-도착
,,,,,,,,05#306,05,유럽,5,핀란드,8987,160,05#306,31,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#227_01,06,대양주,6,괌,65415,846,06#227_01,358,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#407,06,대양주,6,뉴질랜드,6418,172,06#407,31,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#227_00,06,대양주,6,사이판,29029,374,06#227_00,172,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#415,06,대양주,6,팔라우,1887,39,06#415,25,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#403,06,대양주,6,피지,608,42,06#403,14,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#227_02,06,대양주,6,하와이,28835,710,06#227_02,158,201801,2018,1,정기-유임여객-도착
,,,,,,,,06#401,06,대양주,6,호주,25312,532,06#401,102,201801,2018,1,정기-유임여객-도착
,,,,,,,,07#144,07,기타,7,아랍에미레이트,25395,493,07#144,97,201801,2018,1,정기-유임여객-도착
,,,,,,,,07#508,07,기타,7,에티오피아,1634,39,07#508,18,201801,2018,1,정기-유임여객-도착
,,,,,,,,07#114,07,기타,7,이스라엘,1246,35,07#114,13,201801,2018,1,정기-유임여객-도착
,,,,,,,,07#130,07,기타,7,카타르,7991,148,07#130,52,201801,2018,1,정기-유임여객-도착
,,,,,,,,,,전체 합계,0,,2991799,46990,총계,17991,201802,2018,2,정기-유임여객-도착
,,,,,,,,01#115,01,일본,1,일본,811960,9369,01#115,4639,201802,2018,2,정기-유임여객-도착
,,,,,,,,02#141,02,중국,2,중국,503486,7613,02#141,3908,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#125,03,아시아,3,네팔,2146,68,03#125,16,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#107,03,아시아,3,대만,169796,2022,03#107,799,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#120,03,아시아,3,라오스,21972,261,03#120,144,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#122,03,아시아,3,마카오,32066,325,03#122,200,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#123,03,아시아,3,말레이시아,81140,1029,03#123,367,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#124,03,아시아,3,몰디브공화국,737,16,03#124,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#143,03,아시아,3,몽골,9535,211,03#143,63,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#106,03,아시아,3,미얀마,5345,116,03#106,28,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#137,03,아시아,3,베트남,251515,3866,03#137,1391,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#105,03,아시아,3,브루나이,672,11,03#105,8,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#133,03,아시아,3,스리랑카,1051,27,,,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#132,03,아시아,3,싱가포르,49727,762,03#132,252,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#110,03,아시아,3,인도,8786,267,03#110,76,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#111,03,아시아,3,인도네시아,24741,435,03#111,152,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#142,03,아시아,3,캄보디아,25072,371,03#142,152,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#135,03,아시아,3,태국,176783,2815,03#135,797,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#128,03,아시아,3,필리핀,174616,2966,03#128,988,201802,2018,2,정기-유임여객-도착
,,,,,,,,03#109,03,아시아,3,홍콩,142487,1654,03#109,808,201802,2018,2,정기-유임여객-도착
,,,,,,,,04#219,04,미주,4,멕시코,3049,54,04#219,26,201802,2018,2,정기-유임여객-도착
,,,,,,,,04#227,04,미주,4,미국,110638,4761,04#227,1064,201802,2018,2,정기-유임여객-도착
,,,,,,,,04#206,04,미주,4,캐나다,20416,827,04#206,104,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#316,05,유럽,5,네덜란드,9771,199,05#316,40,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#308,05,유럽,5,독일,31413,682,05#308,178,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#331,05,유럽,5,러시아,30055,514,05#331,276,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,3,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,7,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#322,05,유럽,5,스위스,2036,81,05#322,16,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#320,05,유럽,5,스페인,6040,116,05#320,36,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,14,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#305,05,유럽,5,영국,16758,383,05#305,84,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#302,05,유럽,5,오스트리아,1871,65,05#302,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,7958,239,05#338,36,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#312,05,유럽,5,이탈리아,16738,332,05#312,75,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#326,05,유럽,5,체코,5498,117,05#326,27,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#149,05,유럽,5,카자흐스탄,4893,79,05#149,24,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#235,05,유럽,5,키르기즈스탄,0,0,,,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#136,05,유럽,5,튀르키예,17503,329,05#136,74,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#329,05,유럽,5,폴란드,4187,88,05#329,20,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#307,05,유럽,5,프랑스,22131,475,05#307,83,201802,2018,2,정기-유임여객-도착
,,,,,,,,05#306,05,유럽,5,핀란드,8152,182,05#306,28,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#227_01,06,대양주,6,괌,59915,780,06#227_01,326,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#407,06,대양주,6,뉴질랜드,5746,143,06#407,28,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#227_00,06,대양주,6,사이판,23366,351,06#227_00,158,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#415,06,대양주,6,팔라우,1160,34,06#415,24,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#403,06,대양주,6,피지,566,38,06#403,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#227_02,06,대양주,6,하와이,27750,692,06#227_02,144,201802,2018,2,정기-유임여객-도착
,,,,,,,,06#401,06,대양주,6,호주,20714,423,06#401,84,201802,2018,2,정기-유임여객-도착
,,,,,,,,07#144,07,기타,7,아랍에미레이트,27287,538,07#144,88,201802,2018,2,정기-유임여객-도착
,,,,,,,,07#508,07,기타,7,에티오피아,1905,44,07#508,16,201802,2018,2,정기-유임여객-도착
,,,,,,,,07#114,07,기타,7,이스라엘,1504,40,07#114,12,201802,2018,2,정기-유임여객-도착
,,,,,,,,07#130,07,기타,7,카타르,9146,182,07#130,48,201802,2018,2,정기-유임여객-도착
,,,,,,,,,,전체 합계,0,,3224836,48840,총계,19843,201803,2018,3,정기-유임여객-도착
,,,,,,,,01#115,01,일본,1,일본,864628,9133,01#115,5073,201803,2018,3,정기-유임여객-도착
,,,,,,,,02#141,02,중국,2,중국,610091,8514,02#141,4410,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#125,03,아시아,3,네팔,2236,83,03#125,17,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#107,03,아시아,3,대만,169785,2002,03#107,878,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#120,03,아시아,3,라오스,23802,292,03#120,156,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#122,03,아시아,3,마카오,30769,295,03#122,180,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#123,03,아시아,3,말레이시아,89217,1078,03#123,393,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#124,03,아시아,3,몰디브공화국,1087,22,03#124,13,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#143,03,아시아,3,몽골,11880,241,03#143,70,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#106,03,아시아,3,미얀마,5314,115,03#106,31,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#137,03,아시아,3,베트남,298440,5057,03#137,1558,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#105,03,아시아,3,브루나이,821,12,03#105,9,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#133,03,아시아,3,스리랑카,1350,30,,,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#132,03,아시아,3,싱가포르,60924,889,03#132,279,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#110,03,아시아,3,인도,9253,367,03#110,82,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#111,03,아시아,3,인도네시아,26627,453,03#111,155,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#142,03,아시아,3,캄보디아,18927,318,03#142,142,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#135,03,아시아,3,태국,182318,2868,03#135,842,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#128,03,아시아,3,필리핀,172704,2964,03#128,1073,201803,2018,3,정기-유임여객-도착
,,,,,,,,03#109,03,아시아,3,홍콩,164345,1816,03#109,932,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#219,04,미주,4,멕시코,3047,60,04#219,31,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#227,04,미주,4,미국,103668,4575,04#227,1252,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,1,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#207,04,미주,4,칠레,0,0,,,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#206,04,미주,4,캐나다,19124,804,04#206,117,201803,2018,3,정기-유임여객-도착
,,,,,,,,04#223,04,미주,4,페루,0,0,,,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#316,05,유럽,5,네덜란드,8827,185,05#316,42,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,13,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#308,05,유럽,5,독일,32855,665,05#308,207,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#331,05,유럽,5,러시아,32558,505,05#331,313,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,14,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,11,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,9,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#322,05,유럽,5,스위스,2560,52,05#322,17,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#320,05,유럽,5,스페인,6052,125,05#320,41,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,18,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#305,05,유럽,5,영국,15123,391,05#305,91,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#302,05,유럽,5,오스트리아,828,22,05#302,6,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,8876,280,05#338,41,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#312,05,유럽,5,이탈리아,15016,321,05#312,85,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#326,05,유럽,5,체코,6134,121,05#326,30,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#149,05,유럽,5,카자흐스탄,5725,87,05#149,30,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#136,05,유럽,5,튀르키예,18741,346,05#136,87,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#329,05,유럽,5,폴란드,4739,83,05#329,23,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#307,05,유럽,5,프랑스,19948,446,05#307,91,201803,2018,3,정기-유임여객-도착
,,,,,,,,05#306,05,유럽,5,핀란드,8634,155,05#306,31,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#227_01,06,대양주,6,괌,53207,723,06#227_01,328,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#407,06,대양주,6,뉴질랜드,5777,144,06#407,29,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#227_00,06,대양주,6,사이판,25739,366,06#227_00,171,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#415,06,대양주,6,팔라우,1226,37,06#415,20,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#403,06,대양주,6,피지,587,38,06#403,13,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#227_02,06,대양주,6,하와이,19715,528,06#227_02,121,201803,2018,3,정기-유임여객-도착
,,,,,,,,06#401,06,대양주,6,호주,21946,432,06#401,84,201803,2018,3,정기-유임여객-도착
,,,,,,,,07#144,07,기타,7,아랍에미레이트,27581,533,07#144,98,201803,2018,3,정기-유임여객-도착
,,,,,,,,07#508,07,기타,7,에티오피아,1429,36,07#508,18,201803,2018,3,정기-유임여객-도착
,,,,,,,,07#114,07,기타,7,이스라엘,1744,59,07#114,13,201803,2018,3,정기-유임여객-도착
,,,,,,,,07#130,07,기타,7,카타르,8912,171,07#130,54,201803,2018,3,정기-유임여객-도착
,,,,,,,,,,전체 합계,0,,3116883,44989,총계,19468,201804,2018,4,정기-유임여객-도착
,,,,,,,,01#115,01,일본,1,일본,810894,8622,01#115,4874,201804,2018,4,정기-유임여객-도착
,,,,,,,,02#141,02,중국,2,중국,619486,8087,02#141,4488,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#125,03,아시아,3,네팔,1882,61,03#125,12,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#107,03,아시아,3,대만,162791,1838,03#107,813,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#120,03,아시아,3,라오스,17612,214,03#120,124,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#122,03,아시아,3,마카오,29062,261,03#122,183,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#123,03,아시아,3,말레이시아,80815,937,03#123,357,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#124,03,아시아,3,몰디브공화국,863,16,03#124,13,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#143,03,아시아,3,몽골,9420,187,03#143,68,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#106,03,아시아,3,미얀마,4031,93,03#106,30,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#137,03,아시아,3,베트남,302291,4377,03#137,1625,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#105,03,아시아,3,브루나이,625,9,03#105,9,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#133,03,아시아,3,스리랑카,966,24,,,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#132,03,아시아,3,싱가포르,57300,813,03#132,270,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#110,03,아시아,3,인도,7545,312,03#110,73,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#111,03,아시아,3,인도네시아,29595,487,03#111,155,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#142,03,아시아,3,캄보디아,11724,237,03#142,89,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#135,03,아시아,3,태국,166598,2443,03#135,781,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#128,03,아시아,3,필리핀,151214,2687,03#128,984,201804,2018,4,정기-유임여객-도착
,,,,,,,,03#109,03,아시아,3,홍콩,161831,1742,03#109,953,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#219,04,미주,4,멕시코,2551,48,04#219,33,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#227,04,미주,4,미국,109679,4312,04#227,1274,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,8,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#207,04,미주,4,칠레,0,0,,,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#206,04,미주,4,캐나다,17437,679,04#206,115,201804,2018,4,정기-유임여객-도착
,,,,,,,,04#223,04,미주,4,페루,0,0,,,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#316,05,유럽,5,네덜란드,9406,181,05#316,44,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,13,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#308,05,유럽,5,독일,32722,624,05#308,199,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#331,05,유럽,5,러시아,39039,530,05#331,368,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,12,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,,,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,9,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#322,05,유럽,5,스위스,2299,44,05#322,17,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#320,05,유럽,5,스페인,7072,140,05#320,50,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,17,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#305,05,유럽,5,영국,16257,369,05#305,90,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#302,05,유럽,5,오스트리아,3218,63,05#302,17,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,8846,266,05#338,42,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#312,05,유럽,5,이탈리아,17795,351,05#312,93,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#326,05,유럽,5,체코,6972,127,05#326,29,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#149,05,유럽,5,카자흐스탄,6359,93,05#149,39,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#136,05,유럽,5,튀르키예,20920,376,05#136,92,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#329,05,유럽,5,폴란드,4437,74,05#329,21,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#307,05,유럽,5,프랑스,20441,405,05#307,83,201804,2018,4,정기-유임여객-도착
,,,,,,,,05#306,05,유럽,5,핀란드,8723,150,05#306,29,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#227_01,06,대양주,6,괌,55376,726,06#227_01,314,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#407,06,대양주,6,뉴질랜드,3850,96,06#407,22,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#227_00,06,대양주,6,사이판,22270,293,06#227_00,143,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#415,06,대양주,6,팔라우,1320,33,06#415,18,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#403,06,대양주,6,피지,669,37,06#403,13,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#227_02,06,대양주,6,하와이,17790,445,06#227_02,112,201804,2018,4,정기-유임여객-도착
,,,,,,,,06#401,06,대양주,6,호주,17872,346,06#401,77,201804,2018,4,정기-유임여객-도착
,,,,,,,,07#144,07,기타,7,아랍에미레이트,25638,485,07#144,94,201804,2018,4,정기-유임여객-도착
,,,,,,,,07#508,07,기타,7,에티오피아,1195,27,07#508,17,201804,2018,4,정기-유임여객-도착
,,,,,,,,07#114,07,기타,7,이스라엘,1180,52,07#114,13,201804,2018,4,정기-유임여객-도착
,,,,,,,,07#130,07,기타,7,카타르,9005,172,07#130,50,201804,2018,4,정기-유임여객-도착
,,,,,,,,,,전체 합계,0,,3119839,43979,총계,20171,201805,2018,5,정기-유임여객-도착
,,,,,,,,01#115,01,일본,1,일본,797199,7791,01#115,5045,201805,2018,5,정기-유임여객-도착
,,,,,,,,02#141,02,중국,2,중국,619943,8104,02#141,4768,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#125,03,아시아,3,네팔,2118,64,03#125,14,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#107,03,아시아,3,대만,164519,1772,03#107,827,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#120,03,아시아,3,라오스,16279,189,03#120,130,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#122,03,아시아,3,마카오,29346,259,03#122,185,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#123,03,아시아,3,말레이시아,73572,807,03#123,371,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#124,03,아시아,3,몰디브공화국,792,16,03#124,13,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#143,03,아시아,3,몽골,9978,197,03#143,68,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#106,03,아시아,3,미얀마,3867,93,03#106,31,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#137,03,아시아,3,베트남,276509,3739,03#137,1704,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#105,03,아시아,3,브루나이,453,6,03#105,9,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#133,03,아시아,3,스리랑카,867,24,,,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#132,03,아시아,3,싱가포르,57979,792,03#132,275,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#110,03,아시아,3,인도,6760,256,03#110,74,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#111,03,아시아,3,인도네시아,26501,429,03#111,149,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#142,03,아시아,3,캄보디아,12400,240,03#142,95,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#135,03,아시아,3,태국,164686,2233,03#135,829,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#128,03,아시아,3,필리핀,135674,2361,03#128,835,201805,2018,5,정기-유임여객-도착
,,,,,,,,03#109,03,아시아,3,홍콩,161692,1678,03#109,971,201805,2018,5,정기-유임여객-도착
,,,,,,,,04#219,04,미주,4,멕시코,2785,52,04#219,34,201805,2018,5,정기-유임여객-도착
,,,,,,,,04#227,04,미주,4,미국,140525,5185,04#227,1354,201805,2018,5,정기-유임여객-도착
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,9,201805,2018,5,정기-유임여객-도착
